id;first_name;last_name;gender
335829;Patrick;Murphy;M
342443;Sean;Nepita;M
348858;Danny;Nucci;M
351253;Mike;O'Neal;M
354484;Bjorn;Olsen;M
358426;Kevin;Owers;M
359448;Oliver;Page;M
360793;Lew;Palter;M
372149;Dan;Pettersson;M
373241;Jonathan;Phillips;M
444656;Stephen Wolfe;Smith;M
455151;Ewan;Stewart;M
462918;Béla;Szedlák;M
462919;Ferenc;Szedlák;M
468177;Rocky;Taylor;M
471961;Reece P.;Thompson III;M
480062;R. Gern;Trowbridge;M
480247;Mark Rafael;Truitt;M
481840;Liam;Tuohy;M
482854;Stephen;Twigger;M
484826;Vern;Urich;M
497962;Francisco;Váldez;M
499298;John;Walcutt;M
500666;Brian;Walsh;M
502344;David;Warner;M
505031;Stephen;Wehmeyer;M
513645;Garth;Wilton;M
524132;Billy;Zane;M
534915;Suzy;Amis;F
541702;Rosalind;Ayres;F
547276;Bobbie;Bates;F
547303;Kathy;Bates;F
560216;Dawn M.;Bourn;F
560719;Alexandra;Boyd;F
562717;Fannie;Brett;F
578075;Charlotte;Chatton;F
608339;Kathleen S.;Dunn;F
620301;Frances;Fisher;F
621016;Anne;Fletcher;F
627384;Amy;Gaipa;F
629712;Aimee Amanda;Garten;F
629713;Jo Lynn;Garten;F
653279;Andie;Hicks;F
659281;Samantha;Hunt;F
675117;Linda;Kerns;F
678541;Rebecca;Klingler;F
687048;Laramie;Landis;F
709423;Mandana;Marino;F
728576;Diana;Morgan;F
740170;Ellen;O'Brien;F
744930;Camilla;Overbye Roos;F
745079;Alexandrea;Owens;F
763718;Lisa;Ratzin;F
763862;Elsa;Raven;F
766230;Julene;Renee;F
773658;Rochelle;Rose;F
803835;Gloria;Stuart;F
827985;Alison;Waddell;F
827986;Amber;Waddell;F
837199;Kate;Winslet;F
4961;Mike;Akrawi;M
7991;James;Allen;M
17191;Tom;Arnold;M
29743;Paul;Barselou;M
99596;Charles;Cragin;M
127182;Scott;Dotson;M
163705;Uzi;Gal;M
206867;Grant;Heslov;M
207002;Charlton;Heston;M
220569;Majed;Ibrahim;M
258898;Armen;Ksajikian;M
294609;Art;Malik;M
295961;Marshall;Manesh;M
298368;Louai;Mardini;M
346027;Andre;Nirmel;M
362022;Jean-Claude;Parachini;M
362418;Erik;Parillo;M
370282;Manuel;Perry;M
373813;Charlie;Picerni;M
391197;Dieter;Rauter;M
416883;Gino;Salvano;M
417399;Ofer;Samra;M
573294;Tia;Carrere;F
577530;Katsy;Chappell;F
590629;Jamie Lee;Curtis;F
598141;Mary A.;DeBriae;F
608999;Eliza;Dushku;F
729268;Jane;Morris;F
839732;Crystina;Wyler;F
819133;Margaret;Undiel;F
10651;Martin;Amor;M
18544;John;Ashley;M
33046;Robert;Beatty;M
33492;Glenn;Beck;M
35269;Jimmy;Bell;M
43766;Ed;Bishop;M
81735;David;Charkham;M
89366;John;Clifford;M
110691;Simon;Davis;M
110901;Jonathan;Daw;M
117597;Péter;Delmár;M
130668;Terry;Duggan;M
130919;Keir;Dullea;M
152930;David;Fleetwood;M
172616;Alan;Gifford;M
186410;Danny;Grover;M
200989;Brian;Hawley;M
209041;David;Hines;M
225060;Tony;Jackson;M
234019;John;Jordan;M
244025;Kenneth;Kendall;M
282170;Gary;Lockwood;M
285138;Mike;Lovell;M
290958;Scott;MacKee;M
297912;Laurence;Marchant;M
321439;Frank;Miller;M
359269;Darryl;Paes;M
388177;Douglas;Rain;M
393452;Joe;Refalo;M
398261;Daniel;Richter;M
408577;Leonard;Rossiter;M
427619;Kevin;Scott;M
459935;Sean;Sullivan;M
462236;John;Swindells;M
462532;William;Sylvester;M
481290;Burnell;Tucker;M
500110;Andy;Wallace;M
507612;Bill;Weston;M
513676;Bob;Wilyman;M
517018;Richard;Woods;M
556737;Sheraton;Blount;F
559266;Ann;Bormann;F
561464;Penny;Brahms;F
573464;Edwina;Carroll;F
589087;Julie;Croft;F
606054;Heather;Downham;F
623949;Penny;Francis;F
633066;Ann;Gillis;F
649736;Jane;Hayward;F
683135;Vivian;Kubrick;F
709642;Marcella;Markham;F
710214;Krystyna;Marr;F
735076;Kim;Neil;F
750078;Jane;Pearl;F
750089;Penny;Pearl;F
818459;Margaret;Tyzack;F
39086;Steven;Berkoff;M
43127;John;Bindon;M
50074;Roger;Booth;M
53692;Billy;Boyle;M
78776;Jonathan;Cecil;M
79048;Peter;Cellier;M
82337;Geoffrey;Chater;M
110921;Anthony;Dawes;M
111031;Patrick;Dawson;M
205176;Bernard;Hepton;M
206431;Anthony;Herrick;M
213908;Michael;Hordern;M
224581;Barry;Jackson;M
236863;Wolf;Kahler;M
258862;Hardy;Krüger;M
263045;Patrick;Laffan;M
292390;Patrick;Magee;M
307261;Ferdy;Mayne;M
315871;Murray;Melvin;M
318503;Hans;Meyer;M
319779;Frank;Middlemass;M
329794;André;Morell;M
330937;David;Morley;M
351264;Ryan;O'Neal;M
351681;Arthur;O'Sullivan;M
386178;Godfrey;Quigley;M
392783;Liam;Redmond;M
400860;Pat;Roach;M
421372;Dominic;Savage;M
423761;Frederick;Schiller;M
431642;George;Sewell;M
433046;Anthony;Sharp;M
433086;John;Sharp;M
449193;Roy;Spencer;M
456570;Philip;Stone;M
459849;John;Sullivan;M
467844;Gary;Taylor;M
477807;Harry;Towb;M
495397;Leon;Vitali;M
551488;Marisa;Berenson;F
645202;Gay;Hamilton;F
673249;Marie;Kean;F
684623;Diana;Körner;F
31234;Michael;Bates;M
65405;Peter;Burton;M
70489;Lindsay;Campbell;M
73946;John J.;Carney;M
88544;Warren;Clarke;M
89519;John;Clive;M
93696;Richard;Connaught;M
95089;Barrie;Cookson;M
130329;Carl;Duering;M
145816;Paul;Farrell;M
157057;Lee;Fox;M
157573;Clive;Francis;M
180761;Michael;Gover;M
208928;Heinrich;Himmler;M
209799;Adolf;Hitler;M
218405;Craig;Hunter;M
287974;Viktor;Lutze;M
298288;James;Marcus;M
310213;Malcolm;McDowell;M
331189;Aubrey;Morris;M
350799;George;O'Gorman;M
383596;David;Prowse;M
421615;John;Savident;M
466779;Michael;Tarn;M
513394;Neil;Wilson;M
529804;Jan;Adair;F
564580;Gaye;Brown;F
577143;Vivienne;Chandler;F
586737;Adrienne;Corri;F
606245;Prudence;Drage;F
606720;Carol;Drinkwater;F
640907;Cheryl;Grunwald;F
654069;Gillian;Hills;F
663573;Shirley;Jaffe;F
671758;Miriam;Karlin;F
764299;Sheila;Raynor;F
777198;Madge;Ryan;F
785548;Barbara;Scott;F
809779;Pauline;Taylor;F
833428;Virginia;Wetherell;F
839709;Katya;Wyeth;F
75587;Vincent;Cartier;M
75588;Walter;Cartier;M
135670;Douglas;Edwards;M
152958;Nate;Fleischer;M
226249;Bobby;James;M
259066;Stanley;Kubrick;M
440126;Alexander;Singer;M
792995;Judy;Singer;F
40172;Frank;Berry;M
63409;Peter;Bull;M
100404;Jack;Creley;M
164035;Hal;Galili;M
201256;Sterling;Hayden;M
205401;Laurence;Herder;M
233082;James Earl;Jones;M
308556;John;McCarthy;M
351321;Robert;O'Neil;M
373935;Slim;Pickens;M
399367;Shane;Rimmer;M
427460;George C.;Scott;M
429719;Peter;Sellers;M
453983;Roy;Stephens;M
465553;Paul;Tamarin;M
466257;Gordon;Tanner;M
518686;Keenan;Wynn;M
764987;Tracy;Reed;F
13279;Colin;Angus;M
37627;Peter;Benson;M
88365;Christian;Clarke;M
93702;Kevin;Connealy;M
94781;Brian W.;Cook;M
101879;Tom;Cruise;M
102958;Alan;Cumming;M
104692;Emilio;D'Alessandro;M
109877;Phil;Davies;M
114088;Ben;De Saumserez;M
117903;James;Demaria;M
119566;Anthony;Desergio;M
127583;Sam;Douglas;M
127777;Michael;Doven;M
131110;Sky;Dumont;M
142332;Treva;Etienne;M
149979;Todd;Field;M
172461;Thomas;Gibson;M
175890;Gary;Goba;M
176266;Peter;Godwin;M
205014;Lee;Henshaw;M
210176;Alex;Hobbs;M
220892;Togo;Igawa;M
260733;Eiji;Kusuhara;M
277792;Adam;Lias;M
290708;Angus;MacInnes;M
362250;Chris;Pare;M
365531;Randall;Paul;M
370217;Gavin;Perry;M
378271;Sydney;Pollack;M
384073;Adam;Pudney;M
405530;Dan;Rollman;M
430641;Rade;Serbedzija;M
448978;Paul;Spelling;M
472331;Matthew;Thompson;M
478574;Dan;Travers;M
479388;Russell;Trigg;M
508334;Kyle;Whitcombe;M
513864;Florian;Windorfer;M
539877;Karla;Ashley;F
573883;Heather;Carter-Drake;F
577756;Kathryn;Charman;F
594783;Julienne;Davis;F
602507;Janie;Dickens;F
604337;Cindy;Dolenc;F
611037;Madison;Eginton;F
615217;Donna;Ewin;F
616025;Laura;Fallace;F
617848;Vanessa;Fenton;F
619666;Georgina;Finch;F
635912;Abigail;Good;F
645973;Tres;Hanley;F
649487;Clark;Hayes;F
650090;Joanna;Heath;F
653067;Mariana;Hewett;F
675927;Nicole;Kidman;F
683132;Christiane;Kubrick;F
683134;Katharina;Kubrick;F
693690;Lisa;Leone;F
700691;Leslie;Lowe;F
709994;Carmela;Marner;F
712865;Fay;Masterson;F
757084;Ateeka;Poole;F
761200;Sharon;Quinn;F
768088;Marie;Richardson;F
782497;Jackie;Sawiris;F
788960;Emma Lou;Sharratt;F
789192;Vinessa;Shaw;F
796007;Leelee;Sobieski;F
809699;Louise J.;Taylor;F
812607;Stewart;Thorndike;F
833537;Kate;Whalin;F
7872;David (IX);Allen;M
91059;Stephen;Coit;M
197444;Kenneth;Harp;M
307631;Paul;Mazursky;M
438416;Frank;Silvera;M
692929;Virginia;Leith;F
209787;Bob;Hite;M
450798;Fred;Stadmueller;M
2397;Martin;Adams;M
5871;Kevin;Albridge;M
11483;Del;Anderson;M
23587;Philip;Bailey;M
25000;Adam;Baldwin;M
28036;Louis;Barlotti;M
33920;John;Beddows;M
37048;Patrick;Benn;M
46980;Bruce;Boa;M
51909;Steve;Boucher;M
65610;Adrian;Bush;M
73009;Tony;Carey;M
82885;Gary;Cheeseman;M
84498;Costas Dino;Chimona;M
88311;Wayne;Clark;M
91262;Tim;Colceri;M
96626;Chris;Cornibert;M
96627;Danny;Cornibert;M
103836;John;Curtis;M
104783;Marcus;D'Amico;M
105163;Vincent;D'Onofrio;M
109795;Harry;Davies;M
110386;John;Davis;M
111143;Kevin;Day;M
131274;Gordon;Duncan;M
135439;Peter;Edmund;M
138603;Phil;Elmer;M
138841;Colin;Elvis;M
140869;R. Lee;Ermey;M
154493;Hadrian;Follett;M
157531;Tan Hung;Francione;M
158116;Sean;Frank;M
170357;David;George;M
178992;Brian;Goodwin;M
180610;Nigel;Goulding;M
192157;Tony;Hague;M
195193;Steve;Hands;M
196997;Dorian;Harewood;M
197859;Chris;Harris;M
198687;Bob;Hart;M
198727;Derek;Hart;M
201301;Barry;Hayes;M
201490;Tony;Hayes;M
201936;Kenneth;Head;M
202517;Robin;Hedgeland;M
204833;Duncan;Henry;M
210579;Keith;Hodiak;M
211209;Liam;Hogan;M
211245;Trevor;Hogan;M
211261;Luke;Hogdal;M
215357;Arliss;Howard;M
215534;Kevyn Major;Howard;M
215643;Tony;Howard;M
216936;Steve;Hudson;M
228364;Kieron;Jecchinis;M
254447;Gil;Kopel;M
264558;Sean;Lamming;M
265128;Dan;Landin;M
272581;Tony;Leete;M
283927;Sal;Lopez;M
284721;Nigel;Lough;M
285408;Terry;Lowe;M
307000;Chris;Maybach;M
308458;Frank;McCardle;M
317493;Peter;Merrill;M
318493;Gary;Meyer;M
319786;Brett;Middleton;M
322263;Gary Landon;Mills;M
322448;David;Milner;M
323110;Sean;Minmagh;M
323111;Tony;Minmagh;M
325263;Matthew;Modine;M
331636;John;Morrison;M
332927;Russell;Mott;M
342634;John;Ness;M
344407;Robert;Nichols;M
348031;Herbert;Norville;M
351565;Ed;O'Ross;M
360186;David;Palffy;M
370184;David;Perry;M
373513;Nguyen Hue;Phong;M
406269;Peter;Rommely;M
418550;Pat;Sands;M
420532;Jim;Sarup;M
439592;Al;Simpson;M
442258;Russell;Slater;M
443772;Gary;Smith;M
444548;Roger;Smith;M
444747;Tony;Smith;M
450874;Jon;Stafford;M
458996;Anthony;Styliano;M
464072;Duc Hu;Ta;M
468001;Kirk;Taylor;M
469867;John;Terry;M
472006;Bill;Thompson;M
482081;Mike;Turjansky;M
482993;Ian;Tyler;M
506029;Dan;Weldon;M
506265;Dennis;Wells;M
511949;Michael;Williams;M
513249;John;Wilson;M
515954;John;Wonderling;M
635367;Laurie;Gomes;F
656446;Leanne;Hong;F
690482;Ngoc;Le;F
796984;Papillon;Soo;F
2753;Skippy;Adelman;M
107156;Mike;Dana;M
147229;Arthur;Feldman;M
162007;Bill;Funaro;M
227733;Jerry;Jarret;M
350108;Shaun;O'Brien;M
355874;Felice;Orlandi;M
401685;Ralph;Roberts;M
410475;Alec;Rubin;M
443960;Jamie;Smith;M
454948;Phil;Stevenson;M
490228;David;Vaughan;M
561594;Barbara;Brand;F
670943;Irene;Kane;F
796029;Ruth;Sobotka;F
2949;Jay;Adler;M
36662;William 'Billy';Benedict;M
71122;Charles;Cane;M
73002;Timothy;Carey;M
94748;Elisha;Cook Jr.;M
112053;Ted;de Corsia;M
135744;James;Edwards;M
135921;Vince;Edwards;M
138317;Herbert;Ellis;M
153433;Jay C.;Flippen;M
173683;Art;Gilmore;M
179947;Sol;Gorss;M
185181;James;Griffith;M
261145;Kola;Kwariani;M
324376;Steve;Mitchell;M
328560;Hal J.;Moore;M
393428;Richard;Reeves;M
397677;Frank;Richards;M
421893;Joe;Sawyer;M
482105;Joe;Turkel;M
497834;Tito;Vuolo;M
512106;Robert;Williams;M
530012;Dorothy;Adams;F
573511;Mary;Carroll;F
612055;Cecil;Elliott;F
638426;Coleen;Gray;F
836963;Marie;Windsor;F
7976;Irvin;Allen;M
55062;Roland;Brand;M
90262;Gary;Cockrell;M
103985;Peter;Cushing;M
133423;James;Dyrenforth;M
183776;Bill;Greene;M
198438;John;Harrison;M
247182;Terry;Kilburn;M
265390;Eric;Lane;M
271543;Christopher;Lee;M
279385;Cec;Linder;M
293607;Colin;Maitland;M
303906;James;Mason;M
358119;Robert C.;Overton;M
417404;Craig;Sams;M
457044;Jerry;Stovin;M
502490;C. Denier;Warren;M
598240;Diana;Decker;F
605798;Shirley;Douglas;F
632299;Susanne;Gibbs;F
655488;Maxine;Holden;F
701079;Isabelle;Lucas;F
702877;Sue;Lyon;F
713189;Marion;Mathie;F
714240;Lois;Maxwell;F
790816;Roberta;Shore;F
802676;Marianne;Stone;F
837410;Shelley;Winters;F
11822;Richard;Anderson;M
35214;Fred;Bell;M
36638;Harold;Benedict;M
57565;Leon;Briggs;M
67337;Paul;Bös;M
71871;Peter;Capell;M
121723;Kem;Dibbs;M
127515;Kirk;Douglas;M
159149;Bert;Freed;M
160330;Wally;Friedrichs;M
196132;Halder;Hanson;M
198005;James B.;Harris;M
200578;Jerry;Hausner;M
256772;Rolf;Kralovitz;M
291501;George;Macready;M
314498;Ralph;Meeker;M
316559;Adolphe;Menjou;M
318477;Emile;Meyer;M
328569;Ira;Moore;M
331537;Wayne;Morris;M
388222;Marshall;Rainer;M
453199;John;Stein;M
485541;Roger;Vagnoid;M
211966;Dan;Hollenbeck;M
32161;David;Baxt;M
65437;Tony;Burton;M
101532;Scatman;Crothers;M
168964;Norman;Gay;M
281601;Danny;Lloyd;M
341935;Barry;Nelson;M
344454;Jack;Nicholson;M
392853;Manning;Redwood;M
549455;Lia;Beldam;F
567465;Lisa;Burns;F
567466;Louise;Burns;F
583685;Alison;Coleridge;F
609183;Shelley;Duvall;F
632333;Billie;Gibson;F
662905;Anne;Jackson;F
747261;Robin;Pappas;F
753642;Kate;Phelps;F
789514;Jana;Sheldon;F
31073;Arthur;Batanides;M
44648;Bill;Blackburn;M
54507;Buff;Brady;M
58391;Peter;Brocco;M
63265;Rudy;Bukich;M
64809;Bob;Burns;M
64945;Paul E.;Burns;M
71744;Joe;Canutt;M
71745;Tap;Canutt;M
73734;Al;Carmichael;M
98633;Chuck;Courtney;M
100988;Dick;Crockett;M
103906;Tony;Curtis;M
106501;John;Dall;M
113277;Terence;de Marney;M
118675;Nick;Dennis;M
131290;Johnny;Duncan;M
139557;Roy;Engel;M
145612;Richard;Farnsworth;M
168813;John;Gavin;M
175059;Seamon;Glass;M
179004;Harold;Goodwin;M
199295;Harry;Harvey Jr.;M
201016;Joe;Haworth;M
201022;Vinton;Haworth;M
201721;Chuck;Hayward;M
214562;Charles;Horvath;M
216081;John;Hoyt;M
222590;John;Ireland;M
248067;Aron;Kincaid;M
258492;Stubby;Kruger;M
264368;Paul;Lambert;M
268316;Charles;Laughton;M
282409;Carey;Loftin;M
282811;Herbert;Lom;M
287067;Dayton;Lummis;M
288617;Cliff;Lyons;M
311083;Charles;McGraw;M
324189;Gordon;Mitchell;M
330244;Bob;Morgan;M
330245;Boyd 'Red';Morgan;M
354242;Laurence;Olivier;M
362896;Eddie;Parker;M
363632;Harvey;Parry;M
363813;Regis;Parton;M
368411;Leonard;Penn;M
369626;Gil;Perkins;M
370058;Vic;Perrin;M
388308;Bill;Raisch;M
401160;Chuck;Roberson;M
402707;George;Robotham;M
421223;Russell;Saunders;M
422745;Charles;Schaeffer;M
428306;Jim;Sears;M
452742;Tom;Steele;M
454955;Robert;Stevenson;M
456479;Harold;Stone;M
458043;Woody;Strode;M
469772;Ken;Terrell;M
485123;Peter;Ustinov;M
488449;Dale;Van Sickel;M
510708;Robert J.;Wilke;M
517411;Frederick;Worlock;M
521921;Carleton;Young;M
545547;Joanna;Barnes;F
621646;Nina;Foch;F
653783;Hallene;Hill;F
664711;Jil;Jarmyn;F
673529;Valley;Keene;F
776584;Autumn;Russell;F
792255;Jean;Simmons;F
804889;Jo;Summers;F
825612;Louise;Vincent;F
26023;Antonio;Banderas;M
36472;Lawrence;Bender;M
68754;Paul;Calderon;M
243102;Quinn Thomas;Kellerman;M
269386;Marc;Lawrence;M
383529;David;Proval;M
408902;Tim;Roth;M
441448;Paul;Skemp;M
466585;Quentin;Tarantino;M
491878;Danny;Verduzco;M
497371;Russell;Vossler;M
512541;Bruce;Willis;M
548183;Jennifer;Beals;F
594964;Sammi;Davis;F
595847;Amanda;De Cadenet;F
635230;Valeria;Golino;F
639885;Kathy;Griffin;F
649455;Salma;Hayek;F
704821;Rikee;Madoff;F
715590;Unruly Julie;McClean;F
717432;Lana;McKissack;F
776475;Laura;Rush;F
794051;Ione;Skye;F
809683;Lili;Taylor;F
814398;Marisa;Tomei;F
814439;Tamlyn;Tomita;F
827280;Patricia;Vonne;F
837678;Alicia;Witt;F
292028;Michael;Madsen;M
52978;Michael;Bowen;M
113561;Robert;De Niro;M
115670;Jeffrey;Deedrick;M
155904;Robert;Forster;M
192290;Sid;Haig;M
225014;Samuel L.;Jackson;M
242194;Michael;Keaton;M
280645;Tom 'Tiny';Lister Jr.;M
296441;Gary;Mann;M
342704;Roy;Nesvold;M
481295;Chris;Tucker;M
511530;Ellis;Williams;M
512863;Herbert Hans;Wilmsen;M
534709;Tangie;Ambrose;F
553121;Michelle;Berube;F
563043;Candice;Briere;F
589246;Denise;Crosby;F
613869;Julia;Ervin;F
621910;Bridget;Fonda;F
637479;Aimee;Graham;F
639803;Pam;Grier;F
645258;Lisa Gay;Hamilton;F
674219;Renee;Kelly;F
675497;T'Keyah Crystal;Keymáh;F
699105;Juliet;Long;F
700526;Laura;Lovelace;F
702376;Christine;Lydon;F
